ID_ALUNO,IDADE,GÊNERO,NÍVEL_ACADÊMICO,PAÍS,MÉDIA_HORAS_USO_DIÁRIO,PLATAFORMA_MAIS_UTILIZADA,AFETA_DESEMPENHO_ACADÊMICO,HORAS_SONO_POR_NOITE,PONTUAÇÃO_SAÚDE_MENTAL,IMPACTO_GERAL,USO_SEVERO,SONO_RUIM,FAIXA_USO,FAIXA_SONO
404,21,Masculino,Pós-graduação,Outro,3.5,Twitter,Não,7.5,8.9,Positivo,False,False,2-4h,6-8h
783,21,Masculino,Pós-graduação,EUA,5.8,TikTok,Sim,5.5,5.4,Negativo,True,False,4-6h,4-6h
781,24,Feminino,Pós-graduação,Outro,2.9,Twitter,Não,8.0,7.0,Positivo,False,False,2-4h,6-8h
493,22,Masculino,Graduação,Outro,6.0,YouTube,Sim,6.7,6.4,Neutro,True,False,4-6h,6-8h
854,19,Masculino,Pós-graduação,EUA,5.8,YouTube,Sim,5.3,5.8,Negativo,True,False,4-6h,4-6h
108,19,Masculino,Pós-graduação,Outro,4.9,Facebook,Não,6.0,6.3,Neutro,False,False,4-6h,4-6h
415,20,Masculino,Ensino Médio,Outro,5.6,TikTok,Sim,6.8,6.8,Neutro,True,False,4-6h,6-8h
176,18,Masculino,Ensino Médio,Outro,5.6,YouTube,Sim,4.5,5.7,Negativo,True,True,4-6h,4-6h
140,19,Masculino,Graduação,Outro,7.5,TikTok,Sim,4.7,4.1,Negativo,True,True,6-8h,4-6h
58,20,Feminino,Ensino Médio,Outro,8.2,Instagram,Sim,5.8,4.9,Negativo,True,False,8h+,4-6h
715,18,Feminino,Ensino Médio,Outro,7.4,YouTube,Sim,5.8,4.7,Negativo,True,False,6-8h,4-6h
159,18,Feminino,Ensino Médio,Austrália,6.3,LinkedIn,Sim,5.9,5.4,Negativo,True,False,6-8h,4-6h
126,23,Feminino,Ensino Médio,Outro,2.1,LinkedIn,Não,8.1,8.8,Positivo,False,False,2-4h,8h+
56,19,Masculino,Ensino Médio,Austrália,5.7,YouTube,Sim,6.0,5.8,Negativo,True,False,4-6h,4-6h
646,21,Masculino,Ensino Médio,Canadá,7.1,TikTok,Sim,4.5,4.5,Negativo,True,True,6-8h,4-6h
986,23,Masculino,Pós-graduação,Outro,5.6,Snapchat,Sim,5.8,4.0,Negativo,True,False,4-6h,4-6h
579,23,Feminino,Ensino Médio,Outro,7.5,Instagram,Sim,5.9,5.2,Negativo,True,False,6-8h,4-6h
801,24,Feminino,Pós-graduação,Índia,3.0,Snapchat,Sim,7.1,7.2,Positivo,False,False,2-4h,6-8h
135,21,Feminino,Ensino Médio,Alemanha,3.7,YouTube,Não,8.7,8.6,Positivo,False,False,2-4h,8h+
874,21,Masculino,Ensino Médio,Outro,3.6,TikTok,Sim,8.5,7.1,Positivo,False,False,2-4h,8h+
562,19,Feminino,Ensino Médio,Outro,5.4,YouTube,Não,6.4,6.6,Neutro,True,False,4-6h,6-8h
424,23,Masculino,Graduação,Outro,2.0,Facebook,Não,7.7,7.9,Positivo,False,False,0-2h,6-8h
304,22,Feminino,Graduação,Outro,5.8,TikTok,Sim,5.7,4.1,Negativo,True,False,4-6h,4-6h
795,21,Feminino,Pós-graduação,Outro,4.5,Instagram,Sim,6.4,6.7,Neutro,False,False,4-6h,6-8h
554,24,Masculino,Pós-graduação,Outro,6.3,Snapchat,Não,5.3,4.3,Negativo,True,False,6-8h,4-6h
568,23,Feminino,Graduação,Alemanha,7.9,Instagram,Sim,5.6,5.1,Negativo,True,False,6-8h,4-6h
420,24,Feminino,Ensino Médio,Outro,6.0,TikTok,Sim,4.9,5.4,Negativo,True,True,4-6h,4-6h
244,19,Masculino,Pós-graduação,Outro,5.0,YouTube,Sim,6.2,6.4,Neutro,False,False,4-6h,6-8h
534,18,Feminino,Pós-graduação,Reino Unido,6.7,Facebook,Sim,5.8,4.6,Negativo,True,False,6-8h,4-6h
511,23,Masculino,Ensino Médio,Índia,7.2,Twitter,Sim,5.3,6.0,Negativo,True,False,6-8h,4-6h
837,21,Feminino,Pós-graduação,Índia,3.8,LinkedIn,Não,7.2,7.5,Positivo,False,False,2-4h,6-8h
412,22,Feminino,Ensino Médio,Outro,4.6,YouTube,Sim,6.4,6.0,Neutro,False,False,4-6h,6-8h
380,22,Masculino,Pós-graduação,Outro,5.7,Snapchat,Não,6.6,6.4,Neutro,True,False,4-6h,6-8h
920,22,Feminino,Graduação,Outro,6.3,YouTube,Sim,5.6,5.0,Negativo,True,False,6-8h,4-6h
521,19,Masculino,Pós-graduação,Outro,7.9,LinkedIn,Sim,5.8,4.1,Negativo,True,False,6-8h,4-6h
291,23,Feminino,Pós-graduação,Outro,5.0,Snapchat,Não,6.1,6.6,Neutro,False,False,4-6h,6-8h
447,21,Feminino,Pós-graduação,Outro,3.5,TikTok,Sim,7.5,9.0,Positivo,False,False,2-4h,6-8h
741,22,Feminino,Pós-graduação,Outro,5.2,LinkedIn,Sim,7.2,6.3,Neutro,True,False,4-6h,6-8h
485,19,Feminino,Pós-graduação,Outro,2.7,YouTube,Não,8.6,7.5,Positivo,False,False,2-4h,8h+
899,23,Feminino,Graduação,Outro,6.5,Twitter,Sim,5.6,4.6,Negativo,True,False,6-8h,4-6h
852,23,Masculino,Graduação,Outro,4.1,TikTok,Sim,7.4,6.9,Neutro,False,False,4-6h,6-8h
387,23,Masculino,Pós-graduação,Outro,2.4,LinkedIn,Não,7.1,7.1,Positivo,False,False,2-4h,6-8h
833,22,Masculino,Ensino Médio,Índia,5.1,Twitter,Sim,6.3,6.9,Neutro,True,False,4-6h,6-8h
399,18,Masculino,Graduação,Outro,5.9,Twitter,Sim,6.0,6.5,Neutro,True,False,4-6h,4-6h
868,19,Feminino,Graduação,Alemanha,5.7,TikTok,Sim,5.2,4.1,Negativo,True,False,4-6h,4-6h
586,24,Feminino,Graduação,Outro,8.2,Twitter,Sim,5.0,4.7,Negativo,True,False,8h+,4-6h
397,19,Masculino,Graduação,Outro,6.9,TikTok,Não,5.0,5.6,Negativo,True,False,6-8h,4-6h
322,21,Masculino,Ensino Médio,Outro,7.6,Twitter,Sim,5.0,4.1,Negativo,True,False,6-8h,4-6h
906,19,Masculino,Graduação,Reino Unido,2.0,Snapchat,Não,7.5,7.8,Positivo,False,False,0-2h,6-8h
184,18,Masculino,Pós-graduação,Outro,3.9,Facebook,Sim,7.3,8.5,Positivo,False,False,2-4h,6-8h
744,19,Feminino,Ensino Médio,Outro,4.5,LinkedIn,Sim,6.1,6.3,Neutro,False,False,4-6h,6-8h
803,20,Masculino,Pós-graduação,Outro,3.5,TikTok,Sim,7.1,8.1,Positivo,False,False,2-4h,6-8h
934,18,Masculino,Pós-graduação,Outro,7.3,Twitter,Sim,5.3,5.0,Negativo,True,False,6-8h,4-6h
227,21,Feminino,Ensino Médio,EUA,3.7,Facebook,Não,7.5,8.3,Positivo,False,False,2-4h,6-8h
648,23,Masculino,Graduação,EUA,4.7,YouTube,Sim,6.9,6.2,Neutro,False,False,4-6h,6-8h
523,18,Masculino,Ensino Médio,Outro,5.3,YouTube,Sim,6.9,6.4,Neutro,True,False,4-6h,6-8h
388,20,Masculino,Pós-graduação,Austrália,7.3,Twitter,Sim,5.3,6.0,Negativo,True,False,6-8h,4-6h
629,19,Feminino,Pós-graduação,Índia,3.8,LinkedIn,Não,7.4,6.9,Neutro,False,False,2-4h,6-8h
69,22,Feminino,Pós-graduação,Índia,8.4,Instagram,Não,6.0,5.5,Negativo,True,False,8h+,4-6h
551,19,Feminino,Graduação,Outro,8.3,Twitter,Não,4.7,4.6,Negativo,True,True,8h+,4-6h
309,21,Masculino,Graduação,Outro,4.0,Snapchat,Não,6.6,6.9,Neutro,False,False,2-4h,6-8h
256,23,Feminino,Graduação,Índia,7.6,YouTube,Sim,4.7,4.8,Negativo,True,True,6-8h,4-6h
121,23,Feminino,Ensino Médio,Outro,5.3,Facebook,Sim,7.3,6.2,Neutro,True,False,4-6h,6-8h
149,18,Masculino,Ensino Médio,Outro,5.9,Snapchat,Não,6.2,6.1,Neutro,True,False,4-6h,6-8h
628,22,Feminino,Graduação,Outro,4.1,TikTok,Não,6.4,6.9,Neutro,False,False,4-6h,6-8h
390,22,Masculino,Ensino Médio,Outro,5.6,TikTok,Sim,6.1,6.3,Neutro,True,False,4-6h,6-8h
908,21,Feminino,Ensino Médio,Outro,8.4,Facebook,Sim,5.2,5.1,Negativo,True,False,8h+,4-6h
251,20,Masculino,Graduação,Austrália,5.8,Snapchat,Sim,5.8,4.9,Negativo,True,False,4-6h,4-6h
645,24,Feminino,Pós-graduação,Outro,8.2,YouTube,Sim,4.5,5.6,Negativo,True,True,8h+,4-6h
771,21,Masculino,Pós-graduação,Outro,4.8,Twitter,Sim,6.6,7.0,Neutro,False,False,4-6h,6-8h
474,21,Feminino,Ensino Médio,Alemanha,7.6,Snapchat,Sim,4.9,5.1,Negativo,True,True,6-8h,4-6h
271,22,Feminino,Ensino Médio,Outro,3.1,Twitter,Não,8.5,7.0,Positivo,False,False,2-4h,8h+
365,18,Masculino,Graduação,Outro,7.5,Instagram,Não,5.4,5.5,Negativo,True,False,6-8h,4-6h
509,20,Feminino,Pós-graduação,Outro,3.9,Snapchat,Sim,6.3,6.2,Neutro,False,False,2-4h,6-8h
317,20,Feminino,Graduação,EUA,7.1,LinkedIn,Sim,6.0,4.1,Negativo,True,False,6-8h,4-6h
298,22,Masculino,Graduação,Outro,6.3,TikTok,Sim,5.4,6.0,Negativo,True,False,6-8h,4-6h
729,24,Feminino,Graduação,Outro,6.2,LinkedIn,Sim,6.0,4.8,Negativo,True,False,6-8h,4-6h
613,21,Feminino,Pós-graduação,Outro,4.9,LinkedIn,Sim,6.8,6.3,Neutro,False,False,4-6h,6-8h
649,18,Masculino,Pós-graduação,Índia,3.0,Instagram,Sim,7.7,8.5,Positivo,False,False,2-4h,6-8h
581,19,Masculino,Graduação,Outro,8.0,Twitter,Sim,4.8,4.9,Negativo,True,True,6-8h,4-6h
401,21,Feminino,Graduação,Outro,8.2,Facebook,Sim,5.7,5.0,Negativo,True,False,8h+,4-6h
967,18,Feminino,Graduação,Outro,6.0,TikTok,Sim,5.5,5.0,Negativo,True,False,4-6h,4-6h
252,19,Feminino,Graduação,Outro,4.8,YouTube,Não,6.9,6.9,Neutro,False,False,4-6h,6-8h
951,24,Feminino,Pós-graduação,Outro,5.3,Instagram,Não,6.4,6.8,Neutro,True,False,4-6h,6-8h
556,22,Feminino,Graduação,Outro,4.5,Instagram,Sim,6.6,6.8,Neutro,False,False,4-6h,6-8h
616,23,Feminino,Graduação,Índia,1.7,Twitter,Não,7.0,8.9,Positivo,False,False,0-2h,6-8h
601,18,Masculino,Pós-graduação,Alemanha,6.1,YouTube,Sim,4.6,5.1,Negativo,True,True,6-8h,4-6h
217,18,Masculino,Pós-graduação,Canadá,1.9,Twitter,Não,7.3,8.9,Positivo,False,False,0-2h,6-8h
700,21,Masculino,Graduação,Outro,7.7,Instagram,Não,5.8,5.1,Negativo,True,False,6-8h,4-6h
513,21,Feminino,Graduação,Outro,6.9,Instagram,Sim,5.2,5.9,Negativo,True,False,6-8h,4-6h
448,24,Masculino,Pós-graduação,Outro,5.9,Twitter,Sim,5.9,4.4,Negativo,True,False,4-6h,4-6h
598,20,Masculino,Pós-graduação,Austrália,2.4,YouTube,Não,8.7,7.2,Positivo,False,False,2-4h,8h+
346,18,Masculino,Ensino Médio,Outro,6.5,LinkedIn,Sim,5.0,5.0,Negativo,True,False,6-8h,4-6h
202,20,Masculino,Pós-graduação,Outro,2.6,LinkedIn,Sim,8.8,8.5,Positivo,False,False,2-4h,8h+
525,20,Masculino,Pós-graduação,Outro,6.9,TikTok,Sim,5.3,5.1,Negativo,True,False,6-8h,4-6h
165,19,Feminino,Pós-graduação,Alemanha,5.4,Snapchat,Sim,7.3,6.3,Neutro,True,False,4-6h,6-8h
18,21,Masculino,Pós-graduação,Austrália,4.7,Instagram,Sim,7.4,6.6,Neutro,False,False,4-6h,6-8h
992,21,Masculino,Ensino Médio,Outro,2.9,Facebook,Sim,8.7,8.9,Positivo,False,False,2-4h,8h+
480,21,Masculino,Ensino Médio,Outro,1.7,Instagram,Não,8.1,7.8,Positivo,False,False,0-2h,8h+
80,23,Feminino,Ensino Médio,Outro,6.2,TikTok,Sim,6.0,4.3,Negativo,True,False,6-8h,4-6h
216,23,Masculino,Pós-graduação,Outro,5.6,TikTok,Sim,5.5,4.2,Negativo,True,False,4-6h,4-6h
768,19,Feminino,Pós-graduação,Outro,4.5,TikTok,Sim,6.5,6.8,Neutro,False,False,4-6h,6-8h
810,24,Feminino,Pós-graduação,Outro,8.0,Snapchat,Não,5.6,6.0,Negativo,True,False,6-8h,4-6h
210,21,Masculino,Ensino Médio,Austrália,3.5,Twitter,Sim,7.4,6.7,Neutro,False,False,2-4h,6-8h
306,22,Masculino,Graduação,Canadá,4.8,Twitter,Não,6.9,6.1,Neutro,False,False,4-6h,6-8h
796,24,Feminino,Graduação,Outro,2.3,YouTube,Não,8.8,8.5,Positivo,False,False,2-4h,8h+
316,22,Masculino,Pós-graduação,Outro,8.0,LinkedIn,Sim,4.5,5.4,Negativo,True,True,6-8h,4-6h
10,22,Masculino,Pós-graduação,Outro,6.6,Snapchat,Sim,5.2,5.2,Negativo,True,False,6-8h,4-6h
846,22,Masculino,Pós-graduação,Outro,1.6,TikTok,Sim,8.2,8.6,Positivo,False,False,0-2h,8h+
624,22,Feminino,Pós-graduação,Canadá,6.8,Instagram,Sim,5.4,4.4,Negativo,True,False,6-8h,4-6h
937,19,Masculino,Pós-graduação,Reino Unido,1.8,TikTok,Não,7.6,8.3,Positivo,False,False,0-2h,6-8h
417,20,Feminino,Graduação,Outro,3.9,TikTok,Não,8.8,8.5,Positivo,False,False,2-4h,8h+
268,24,Masculino,Ensino Médio,Outro,6.7,Snapchat,Não,5.4,5.4,Negativo,True,False,6-8h,4-6h
825,23,Masculino,Graduação,Outro,7.8,Twitter,Sim,5.7,5.9,Negativo,True,False,6-8h,4-6h
747,20,Feminino,Pós-graduação,Outro,5.0,TikTok,Sim,7.4,6.7,Neutro,False,False,4-6h,6-8h
83,18,Feminino,Graduação,Outro,7.6,Facebook,Não,4.5,5.9,Negativo,True,True,6-8h,4-6h
947,21,Feminino,Graduação,Outro,1.7,Instagram,Não,8.7,7.4,Positivo,False,False,0-2h,8h+
794,22,Feminino,Ensino Médio,Outro,5.8,LinkedIn,Não,6.7,6.5,Neutro,True,False,4-6h,6-8h
472,21,Masculino,Ensino Médio,Índia,6.4,Snapchat,Não,5.5,5.9,Negativo,True,False,6-8h,4-6h
341,22,Feminino,Graduação,Outro,2.5,Snapchat,Não,8.0,8.6,Positivo,False,False,2-4h,6-8h
491,24,Masculino,Pós-graduação,Alemanha,5.2,YouTube,Sim,6.5,6.4,Neutro,True,False,4-6h,6-8h
563,23,Masculino,Graduação,Outro,5.2,TikTok,Sim,6.8,6.9,Neutro,True,False,4-6h,6-8h
829,20,Feminino,Pós-graduação,Alemanha,6.8,TikTok,Sim,5.1,4.9,Negativo,True,False,6-8h,4-6h
360,22,Feminino,Graduação,Outro,7.1,LinkedIn,Sim,6.0,4.1,Negativo,True,False,6-8h,4-6h
282,21,Feminino,Ensino Médio,Canadá,4.7,Facebook,Não,7.1,6.5,Neutro,False,False,4-6h,6-8h
540,19,Masculino,Graduação,Canadá,7.7,Facebook,Sim,5.4,4.4,Negativo,True,False,6-8h,4-6h
580,21,Feminino,Ensino Médio,Outro,2.6,LinkedIn,Não,8.9,8.3,Positivo,False,False,2-4h,8h+
625,19,Feminino,Graduação,Outro,6.2,TikTok,Sim,5.0,4.8,Negativo,True,False,6-8h,4-6h
946,22,Masculino,Graduação,Austrália,5.7,Snapchat,Sim,7.4,6.9,Neutro,True,False,4-6h,6-8h
615,20,Feminino,Pós-graduação,EUA,2.9,Twitter,Não,7.3,7.1,Positivo,False,False,2-4h,6-8h
798,19,Feminino,Ensino Médio,Outro,4.2,Facebook,Sim,6.9,6.7,Neutro,False,False,4-6h,6-8h
54,21,Masculino,Pós-graduação,Canadá,3.8,YouTube,Sim,9.0,8.5,Positivo,False,False,2-4h,8h+
222,23,Feminino,Pós-graduação,Índia,3.6,Instagram,Não,7.6,7.9,Positivo,False,False,2-4h,6-8h
952,24,Feminino,Graduação,Outro,2.1,Instagram,Não,8.0,8.7,Positivo,False,False,2-4h,6-8h
875,23,Feminino,Ensino Médio,Outro,4.7,Twitter,Não,7.3,6.0,Neutro,False,False,4-6h,6-8h
687,24,Masculino,Ensino Médio,Outro,7.7,LinkedIn,Sim,5.8,4.4,Negativo,True,False,6-8h,4-6h
754,23,Feminino,Ensino Médio,Outro,7.2,Facebook,Não,5.6,4.6,Negativo,True,False,6-8h,4-6h
226,23,Masculino,Pós-graduação,Índia,8.4,Twitter,Não,5.6,5.7,Negativo,True,False,8h+,4-6h
655,22,Feminino,Pós-graduação,Índia,4.8,Instagram,Não,7.0,6.3,Neutro,False,False,4-6h,6-8h
181,21,Feminino,Pós-graduação,Índia,2.6,TikTok,Sim,8.7,7.5,Positivo,False,False,2-4h,8h+
59,20,Masculino,Graduação,Outro,8.1,Twitter,Sim,4.6,4.7,Negativo,True,True,8h+,4-6h
366,19,Masculino,Ensino Médio,Outro,6.3,TikTok,Sim,5.4,4.9,Negativo,True,False,6-8h,4-6h
171,20,Masculino,Pós-graduação,Outro,7.6,LinkedIn,Sim,4.6,5.0,Negativo,True,True,6-8h,4-6h
582,20,Feminino,Ensino Médio,Outro,6.1,YouTube,Sim,5.1,4.1,Negativo,True,False,6-8h,4-6h
34,24,Feminino,Pós-graduação,Outro,3.3,Facebook,Não,7.2,7.3,Positivo,False,False,2-4h,6-8h
99,23,Feminino,Graduação,Outro,6.9,TikTok,Sim,5.9,4.6,Negativo,True,False,6-8h,4-6h
376,20,Masculino,Ensino Médio,Outro,2.9,YouTube,Não,7.6,7.6,Positivo,False,False,2-4h,6-8h
689,24,Masculino,Ensino Médio,Outro,5.6,TikTok,Sim,5.6,5.3,Negativo,True,False,4-6h,4-6h
132,19,Masculino,Ensino Médio,Outro,4.3,YouTube,Sim,6.4,6.4,Neutro,False,False,4-6h,6-8h
981,21,Masculino,Ensino Médio,Outro,6.8,Twitter,Sim,4.6,4.0,Negativo,True,True,6-8h,4-6h
89,23,Feminino,Graduação,Outro,5.4,Instagram,Não,6.6,6.3,Neutro,True,False,4-6h,6-8h
995,19,Masculino,Pós-graduação,Outro,8.1,YouTube,Não,4.5,5.8,Negativo,True,True,8h+,4-6h
187,22,Feminino,Graduação,Outro,7.3,TikTok,Sim,4.8,5.7,Negativo,True,True,6-8h,4-6h
792,24,Masculino,Pós-graduação,Outro,3.7,LinkedIn,Não,8.5,8.0,Positivo,False,False,2-4h,8h+
823,18,Masculino,Ensino Médio,Índia,3.7,LinkedIn,Sim,8.6,7.4,Positivo,False,False,2-4h,8h+
454,24,Masculino,Graduação,Canadá,6.3,Facebook,Sim,5.6,4.5,Negativo,True,False,6-8h,4-6h
378,22,Masculino,Ensino Médio,Outro,5.6,Instagram,Sim,5.8,5.2,Negativo,True,False,4-6h,4-6h
113,24,Feminino,Ensino Médio,Outro,3.7,YouTube,Sim,7.4,6.7,Neutro,False,False,2-4h,6-8h
318,21,Masculino,Pós-graduação,Alemanha,7.2,LinkedIn,Sim,5.1,4.3,Negativo,True,False,6-8h,4-6h
903,18,Masculino,Graduação,Outro,7.0,YouTube,Não,5.2,4.9,Negativo,True,False,6-8h,4-6h
636,24,Feminino,Graduação,Alemanha,5.5,Twitter,Sim,4.6,4.8,Negativo,True,True,4-6h,4-6h
573,19,Feminino,Ensino Médio,Outro,5.4,Facebook,Não,6.7,6.6,Neutro,True,False,4-6h,6-8h
681,18,Masculino,Graduação,Outro,2.3,TikTok,Não,8.1,7.1,Positivo,False,False,2-4h,8h+
138,18,Masculino,Ensino Médio,Outro,5.9,Facebook,Não,5.1,4.1,Negativo,True,False,4-6h,4-6h
830,19,Masculino,Ensino Médio,Outro,5.3,Facebook,Sim,6.8,6.4,Neutro,True,False,4-6h,6-8h
962,20,Masculino,Pós-graduação,Outro,2.0,LinkedIn,Não,8.2,7.7,Positivo,False,False,0-2h,8h+
693,24,Masculino,Graduação,Outro,1.6,Snapchat,Não,8.9,7.4,Positivo,False,False,0-2h,8h+
253,21,Feminino,Ensino Médio,Austrália,5.7,LinkedIn,Sim,6.8,6.6,Neutro,True,False,4-6h,6-8h
921,23,Feminino,Ensino Médio,Alemanha,6.6,Instagram,Não,4.6,6.0,Negativo,True,True,6-8h,4-6h
720,22,Masculino,Ensino Médio,Outro,6.6,LinkedIn,Sim,4.8,4.7,Negativo,True,True,6-8h,4-6h
342,20,Feminino,Graduação,Outro,6.9,Instagram,Sim,4.5,4.4,Negativo,True,True,6-8h,4-6h
813,18,Masculino,Ensino Médio,Outro,3.7,LinkedIn,Sim,7.9,8.2,Positivo,False,False,2-4h,6-8h
446,23,Masculino,Graduação,EUA,2.3,LinkedIn,Não,7.5,7.4,Positivo,False,False,2-4h,6-8h
517,24,Feminino,Graduação,Outro,6.7,Snapchat,Não,4.9,4.2,Negativo,True,True,6-8h,4-6h
486,20,Feminino,Pós-graduação,Outro,6.3,LinkedIn,Sim,5.7,5.3,Negativo,True,False,6-8h,4-6h
258,21,Feminino,Graduação,Índia,4.2,TikTok,Não,6.1,6.5,Neutro,False,False,4-6h,6-8h
204,21,Feminino,Ensino Médio,Outro,2.3,Twitter,Sim,7.0,8.4,Positivo,False,False,2-4h,6-8h
393,23,Feminino,Graduação,Austrália,2.2,Instagram,Não,8.6,7.7,Positivo,False,False,2-4h,8h+
704,23,Masculino,Pós-graduação,Outro,3.6,TikTok,Não,8.6,7.9,Positivo,False,False,2-4h,8h+
980,19,Masculino,Pós-graduação,Outro,3.3,Instagram,Não,8.2,7.3,Positivo,False,False,2-4h,8h+
612,19,Masculino,Ensino Médio,Outro,6.5,TikTok,Sim,5.0,4.2,Negativo,True,False,6-8h,4-6h
872,18,Masculino,Graduação,Outro,7.4,Twitter,Sim,4.9,4.3,Negativo,True,True,6-8h,4-6h
635,23,Feminino,Pós-graduação,Outro,4.7,Twitter,Não,7.3,6.3,Neutro,False,False,4-6h,6-8h
948,24,Feminino,Graduação,Outro,3.8,Facebook,Não,6.8,6.9,Neutro,False,False,2-4h,6-8h
414,23,Feminino,Graduação,Alemanha,6.1,Snapchat,Sim,5.3,5.7,Negativo,True,False,6-8h,4-6h
717,18,Masculino,Ensino Médio,Canadá,6.1,Instagram,Sim,5.6,4.6,Negativo,True,False,6-8h,4-6h
881,18,Feminino,Graduação,Outro,7.7,Facebook,Não,5.4,4.0,Negativo,True,False,6-8h,4-6h
39,18,Masculino,Ensino Médio,Outro,5.0,Snapchat,Sim,6.5,6.8,Neutro,False,False,4-6h,6-8h
597,20,Feminino,Pós-graduação,Outro,5.9,YouTube,Sim,5.0,5.6,Negativo,True,False,4-6h,4-6h
373,18,Feminino,Graduação,Outro,8.0,Twitter,Sim,5.4,5.7,Negativo,True,False,6-8h,4-6h
407,20,Masculino,Pós-graduação,Alemanha,4.4,YouTube,Não,6.1,6.5,Neutro,False,False,4-6h,6-8h
274,20,Masculino,Ensino Médio,Índia,7.5,LinkedIn,Não,5.2,5.2,Negativo,True,False,6-8h,4-6h
112,22,Masculino,Pós-graduação,Índia,5.5,Twitter,Sim,7.1,7.0,Neutro,True,False,4-6h,6-8h
969,22,Masculino,Graduação,Outro,6.0,Instagram,Sim,5.8,5.5,Negativo,True,False,4-6h,4-6h
891,21,Masculino,Graduação,Canadá,2.1,Twitter,Não,8.8,7.0,Positivo,False,False,2-4h,8h+
585,22,Masculino,Graduação,Outro,4.1,Facebook,Não,6.7,6.3,Neutro,False,False,4-6h,6-8h
167,18,Feminino,Pós-graduação,Outro,5.6,Twitter,Sim,5.6,4.4,Negativo,True,False,4-6h,4-6h
66,23,Masculino,Graduação,Índia,1.8,Instagram,Não,7.8,7.0,Positivo,False,False,0-2h,6-8h
19,22,Masculino,Pós-graduação,Outro,4.7,Facebook,Sim,6.6,6.9,Neutro,False,False,4-6h,6-8h
278,23,Masculino,Graduação,Reino Unido,3.9,Twitter,Não,7.3,7.0,Positivo,False,False,2-4h,6-8h
622,22,Feminino,Graduação,Outro,6.6,YouTube,Sim,5.0,4.1,Negativo,True,False,6-8h,4-6h
465,21,Masculino,Ensino Médio,Outro,5.9,Facebook,Sim,4.6,5.2,Negativo,True,True,4-6h,4-6h
697,24,Feminino,Ensino Médio,Outro,3.8,Facebook,Sim,7.5,8.8,Positivo,False,False,2-4h,6-8h
427,18,Feminino,Ensino Médio,EUA,7.2,YouTube,Sim,5.5,5.8,Negativo,True,False,6-8h,4-6h
707,24,Feminino,Pós-graduação,Outro,7.5,YouTube,Não,4.9,4.9,Negativo,True,True,6-8h,4-6h
526,18,Masculino,Ensino Médio,Outro,1.6,Snapchat,Não,8.4,7.7,Positivo,False,False,0-2h,8h+
245,22,Masculino,Ensino Médio,Reino Unido,8.1,Snapchat,Sim,5.4,5.1,Negativo,True,False,8h+,4-6h
228,18,Masculino,Graduação,Outro,7.1,Instagram,Sim,5.9,4.8,Negativo,True,False,6-8h,4-6h
313,23,Masculino,Ensino Médio,Índia,2.7,Instagram,Não,8.8,8.4,Positivo,False,False,2-4h,8h+
850,24,Masculino,Pós-graduação,Outro,5.8,Snapchat,Sim,4.8,4.9,Negativo,True,True,4-6h,4-6h
455,21,Masculino,Ensino Médio,EUA,6.8,Facebook,Sim,5.7,5.6,Negativo,True,False,6-8h,4-6h
668,24,Masculino,Graduação,Outro,7.4,Twitter,Sim,5.3,4.1,Negativo,True,False,6-8h,4-6h
584,22,Feminino,Graduação,Canadá,4.1,YouTube,Sim,7.2,6.3,Neutro,False,False,4-6h,6-8h
345,22,Masculino,Graduação,Outro,6.3,Snapchat,Sim,5.6,4.2,Negativo,True,False,6-8h,4-6h
398,24,Masculino,Pós-graduação,Outro,7.5,Instagram,Sim,5.7,5.7,Negativo,True,False,6-8h,4-6h
332,18,Feminino,Graduação,Outro,8.0,TikTok,Sim,4.8,5.3,Negativo,True,True,6-8h,4-6h
254,19,Masculino,Pós-graduação,Índia,5.9,YouTube,Não,6.0,7.0,Neutro,True,False,4-6h,4-6h
701,24,Masculino,Pós-graduação,EUA,4.4,TikTok,Não,6.3,6.2,Neutro,False,False,4-6h,6-8h
896,24,Masculino,Ensino Médio,Outro,7.0,YouTube,Sim,5.6,5.7,Negativo,True,False,6-8h,4-6h
344,21,Feminino,Pós-graduação,Outro,8.0,Twitter,Não,5.2,5.6,Negativo,True,False,6-8h,4-6h
331,21,Masculino,Ensino Médio,Canadá,2.5,Instagram,Não,7.0,8.2,Positivo,False,False,2-4h,6-8h
949,19,Feminino,Pós-graduação,Austrália,6.2,Facebook,Sim,5.2,5.9,Negativo,True,False,6-8h,4-6h
262,21,Feminino,Ensino Médio,Outro,7.4,LinkedIn,Sim,4.6,5.4,Negativo,True,True,6-8h,4-6h
755,20,Feminino,Ensino Médio,EUA,4.6,YouTube,Não,6.1,6.7,Neutro,False,False,4-6h,6-8h
879,18,Masculino,Pós-graduação,Outro,6.3,Facebook,Sim,4.8,5.0,Negativo,True,True,6-8h,4-6h
77,24,Feminino,Graduação,Alemanha,3.2,TikTok,Não,7.9,7.4,Positivo,False,False,2-4h,6-8h
68,19,Feminino,Pós-graduação,Outro,5.4,LinkedIn,Não,7.1,6.5,Neutro,True,False,4-6h,6-8h
807,24,Masculino,Graduação,Outro,2.5,LinkedIn,Não,7.9,8.8,Positivo,False,False,2-4h,6-8h
74,21,Feminino,Pós-graduação,Outro,2.0,LinkedIn,Não,8.7,8.4,Positivo,False,False,0-2h,8h+
